src,dst,workspace,layer,edge_type,action,feedback,cost,ambiguity,notes
WS-BASELINE_root,WS-BASELINE_msg_2,WS-BASELINE,optimized,message_surface,,baseline устарел,0.2,0.0,
WS-BASELINE_root,WS-BASELINE_msg_3,WS-BASELINE,optimized,message_surface,,источник baseline не совместим,0.2,0.0,
cur_baseline_home,cur_baseline_source,WS-BASELINE,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_baseline_source,cur_baseline_run,WS-BASELINE,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_baseline_run,cur_baseline_history,WS-BASELINE,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_baseline_history,cur_baseline_summary,WS-BASELINE,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
tree_root,WS-ANALYSIS_tree_entry,WS-ANALYSIS,optimized,tree_select,выбрать_узел_в_дереве,узел_дерева_подсвечен,0.4,0.0,
WS-ANALYSIS_tree_entry,WS-ANALYSIS_root,WS-ANALYSIS,optimized,direct_open,открыть_рабочее_пространство,рабочее_пространство_открыто,0.55,0.0,прямое открытие из дерева
WS-ANALYSIS_root,WS-ANALYSIS_container_run_picker,WS-ANALYSIS,optimized,containment,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_container_compare_bar,WS-ANALYSIS,optimized,containment,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_container_графики,WS-ANALYSIS,optimized,containment,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_container_таблица_метрик,WS-ANALYSIS,optimized,containment,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_container_правый_inspector,WS-ANALYSIS,optimized,containment,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_container_нижняя_полоса_контекста,WS-ANALYSIS,optimized,containment,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_task_1,WS-ANALYSIS,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANALYSIS_task_1,WS-ANALYSIS_task_2,WS-ANALYSIS,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANALYSIS_task_2,WS-ANALYSIS_task_3,WS-ANALYSIS,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANALYSIS_task_3,WS-ANALYSIS_task_4,WS-ANALYSIS,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANALYSIS_task_4,WS-ANALYSIS_task_5,WS-ANALYSIS,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANALYSIS_task_5,WS-ANALYSIS_task_6,WS-ANALYSIS,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANALYSIS_task_1,WS-ANALYSIS_check_1,WS-ANALYSIS,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANALYSIS_task_2,WS-ANALYSIS_check_2,WS-ANALYSIS,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANALYSIS_task_3,WS-ANALYSIS_check_3,WS-ANALYSIS,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANALYSIS_task_4,WS-ANALYSIS_check_4,WS-ANALYSIS,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANALYSIS_check_1,WS-ANALYSIS_block_1,WS-ANALYSIS,optimized,block_condition,,блокировка_показана,1.2,0.0,
WS-ANALYSIS_block_1,WS-ANALYSIS_task_1,WS-ANALYSIS,optimized,repair_loop,исправить_проблему,возврат_к_исправлению,0.8,0.0,
WS-ANALYSIS_check_2,WS-ANALYSIS_block_2,WS-ANALYSIS,optimized,block_condition,,блокировка_показана,1.2,0.0,
WS-ANALYSIS_block_2,WS-ANALYSIS_task_2,WS-ANALYSIS,optimized,repair_loop,исправить_проблему,возврат_к_исправлению,0.8,0.0,
WS-ANALYSIS_check_3,WS-ANALYSIS_block_3,WS-ANALYSIS,optimized,block_condition,,блокировка_показана,1.2,0.0,
WS-ANALYSIS_block_3,WS-ANALYSIS_task_3,WS-ANALYSIS,optimized,repair_loop,исправить_проблему,возврат_к_исправлению,0.8,0.0,
WS-ANALYSIS_task_1,WS-ANALYSIS_feedback_1,WS-ANALYSIS,optimized,feedback,,текущий или исторический контекст виден,0.3,0.0,
WS-ANALYSIS_task_2,WS-ANALYSIS_feedback_2,WS-ANALYSIS,optimized,feedback,,mismatch banner виден,0.3,0.0,
WS-ANALYSIS_task_3,WS-ANALYSIS_feedback_3,WS-ANALYSIS,optimized,feedback,,compare mode подписан,0.3,0.0,
WS-ANALYSIS_task_4,WS-ANALYSIS_feedback_4,WS-ANALYSIS,optimized,feedback,,run contract hash виден,0.3,0.0,
WS-ANALYSIS_task_5,WS-ANALYSIS_feedback_5,WS-ANALYSIS,optimized,feedback,,report manifest готов,0.3,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_1,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_2,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_3,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_4,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_5,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_6,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_7,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_ctl_8,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_field_1,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_field_2,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_field_3,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_field_4,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_field_5,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_field_6,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_field_7,WS-ANALYSIS,optimized,availability,,,0.1,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_msg_1,WS-ANALYSIS,optimized,message_surface,,выбран исторический контекст,0.2,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_msg_2,WS-ANALYSIS,optimized,message_surface,,контракт сравнения несовместим,0.2,0.0,
WS-ANALYSIS_root,WS-ANALYSIS_msg_3,WS-ANALYSIS,optimized,message_surface,,отчет экспортирован,0.2,0.0,
cur_analysis_home,cur_analysis_run_picker,WS-ANALYSIS,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_analysis_run_picker,cur_analysis_compare,WS-ANALYSIS,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_analysis_compare,cur_analysis_plots,WS-ANALYSIS,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_analysis_plots,cur_analysis_export,WS-ANALYSIS,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_analysis_export,cur_analysis_anim_entry,WS-ANALYSIS,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_analysis_anim_entry,cur_analysis_diag_entry,WS-ANALYSIS,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_analysis_anim_entry,cur_analysis_anim_entry_unknown_internal,WS-ANALYSIS,current,launchpoint_only,открыть_окно,дальнейшая_структура_не_доказана,1.5,0.8,launchpoint_only
cur_analysis_diag_entry,cur_analysis_diag_entry_unknown_internal,WS-ANALYSIS,current,launchpoint_only,открыть_окно,дальнейшая_структура_не_доказана,1.5,0.8,launchpoint_only
tree_root,WS-ANIMATOR_tree_entry,WS-ANIMATOR,optimized,tree_select,выбрать_узел_в_дереве,узел_дерева_подсвечен,0.4,0.0,
WS-ANIMATOR_tree_entry,WS-ANIMATOR_root,WS-ANIMATOR,optimized,direct_open,открыть_рабочее_пространство,рабочее_пространство_открыто,0.55,0.0,прямое открытие из дерева
WS-ANIMATOR_root,WS-ANIMATOR_container_viewport,WS-ANIMATOR,optimized,containment,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_container_левая_панель_сцены,WS-ANIMATOR,optimized,containment,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_container_правая_панель_truth,WS-ANIMATOR,optimized,containment,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_container_нижняя_панель_playback,WS-ANIMATOR,optimized,containment,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_container_dock_диагностики_аниматора,WS-ANIMATOR,optimized,containment,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_task_1,WS-ANIMATOR,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANIMATOR_task_1,WS-ANIMATOR_task_2,WS-ANIMATOR,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANIMATOR_task_2,WS-ANIMATOR_task_3,WS-ANIMATOR,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANIMATOR_task_3,WS-ANIMATOR_task_4,WS-ANIMATOR,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANIMATOR_task_4,WS-ANIMATOR_task_5,WS-ANIMATOR,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANIMATOR_task_5,WS-ANIMATOR_task_6,WS-ANIMATOR,optimized,task_progress,перейти_к_задаче,задача_активна,0.7,0.0,
WS-ANIMATOR_task_1,WS-ANIMATOR_check_1,WS-ANIMATOR,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANIMATOR_task_2,WS-ANIMATOR_check_2,WS-ANIMATOR,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANIMATOR_task_3,WS-ANIMATOR_check_3,WS-ANIMATOR,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANIMATOR_task_4,WS-ANIMATOR_check_4,WS-ANIMATOR,optimized,validation,запустить_проверку,результат_проверки_получен,0.65,0.0,
WS-ANIMATOR_check_1,WS-ANIMATOR_block_1,WS-ANIMATOR,optimized,block_condition,,блокировка_показана,1.2,0.0,
WS-ANIMATOR_block_1,WS-ANIMATOR_task_1,WS-ANIMATOR,optimized,repair_loop,исправить_проблему,возврат_к_исправлению,0.8,0.0,
WS-ANIMATOR_check_2,WS-ANIMATOR_block_2,WS-ANIMATOR,optimized,block_condition,,блокировка_показана,1.2,0.0,
WS-ANIMATOR_block_2,WS-ANIMATOR_task_2,WS-ANIMATOR,optimized,repair_loop,исправить_проблему,возврат_к_исправлению,0.8,0.0,
WS-ANIMATOR_check_3,WS-ANIMATOR_block_3,WS-ANIMATOR,optimized,block_condition,,блокировка_показана,1.2,0.0,
WS-ANIMATOR_block_3,WS-ANIMATOR_task_3,WS-ANIMATOR,optimized,repair_loop,исправить_проблему,возврат_к_исправлению,0.8,0.0,
WS-ANIMATOR_task_1,WS-ANIMATOR_feedback_1,WS-ANIMATOR,optimized,feedback,,axis only honesty mode виден,0.3,0.0,
WS-ANIMATOR_task_2,WS-ANIMATOR_feedback_2,WS-ANIMATOR,optimized,feedback,,full truth mode виден,0.3,0.0,
WS-ANIMATOR_task_3,WS-ANIMATOR_feedback_3,WS-ANIMATOR,optimized,feedback,,current vs historical banner виден,0.3,0.0,
WS-ANIMATOR_task_4,WS-ANIMATOR_feedback_4,WS-ANIMATOR,optimized,feedback,,playback time видно,0.3,0.0,
WS-ANIMATOR_task_5,WS-ANIMATOR_feedback_5,WS-ANIMATOR,optimized,feedback,,скорость и источник данных видны,0.3,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_1,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_2,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_3,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_4,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_5,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_6,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_7,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_8,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_ctl_9,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_1,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_2,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_3,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_4,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_5,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_6,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_7,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_field_8,WS-ANIMATOR,optimized,availability,,,0.1,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_msg_1,WS-ANIMATOR,optimized,message_surface,,показывается axis only mode,0.2,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_msg_2,WS-ANIMATOR,optimized,message_surface,,packaging truth неполный,0.2,0.0,
WS-ANIMATOR_root,WS-ANIMATOR_msg_3,WS-ANIMATOR,optimized,message_surface,,кадр экспортирован,0.2,0.0,
cur_anim_home,cur_anim_pointer,WS-ANIMATOR,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_anim_pointer,cur_anim_follow,WS-ANIMATOR,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_anim_follow,cur_anim_play,WS-ANIMATOR,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_anim_play,cur_anim_truth,WS-ANIMATOR,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
cur_anim_truth,cur_anim_capture,WS-ANIMATOR,current,current_flow,клик_или_переход,видимая_реакция_частично_подтверждена,1.2,0.4,evidence-bound
tree_root,WS-INPUTS_tree_entry,WS-INPUTS,optimized,tree_select,выбрать_узел_в_дереве,узел_дерева_подсвечен,0.4,0.0,
WS-INPUTS_tree_entry,WS-INPUTS_root,WS-INPUTS,optimized,direct_open,открыть_рабочее_пространство,рабочее_пространство_открыто,0.55,0.0,
tree_root,WS-RING_tree_entry,WS-RING,optimized,tree_select,выбрать_узел_в_дереве,узел_дерева_подсвечен,0.4,0.0,
WS-RING_tree_entry,WS-RING_root,WS-RING,optimized,direct_open,открыть_рабочее_пространство,рабочее_пространство_открыто,0.55,0.0,
tree_root,WS-OPTIMIZATION_tree_entry,WS-OPTIMIZATION,optimized,tree_select,выбрать_узел_в_дереве,узел_дерева_подсвечен,0.4,0.0,
WS-OPTIMIZATION_tree_entry,WS-OPTIMIZATION_root,WS-OPTIMIZATION,optimized,direct_open,открыть_рабочее_пространство,рабочее_пространство_открыто,0.55,0.0,
tree_root,WS-DIAGNOSTICS_tree_entry,WS-DIAGNOSTICS,optimized,tree_select,выбрать_узел_в_дереве,узел_дерева_подсвечен,0.4,0.0,
WS-DIAGNOSTICS_tree_entry,WS-DIAGNOSTICS_root,WS-DIAGNOSTICS,optimized,direct_open,открыть_рабочее_пространство,рабочее_пространство_открыто,0.55,0.0,
WS-PROJECT_root,WS-INPUTS_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-INPUTS_root,WS-RING_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-RING_root,WS-SUITE_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-SUITE_root,WS-BASELINE_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-BASELINE_root,WS-OPTIMIZATION_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-OPTIMIZATION_root,WS-ANALYSIS_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-ANALYSIS_root,WS-ANIMATOR_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-ANIMATOR_root,WS-DIAGNOSTICS_root,CROSS,optimized,primary_route,перейти_по_основной_цепочке,следующий_этап_открыт,0.95,0.0,
WS-SUITE_block_2,WS-RING_root,CROSS,optimized,cross_return,вернуться_для_исправления,контекст_возврата_показан,1.0,0.0,битый sidecar требует возврата к сценариям
WS-SUITE_block_3,WS-RING_root,CROSS,optimized,cross_return,вернуться_для_исправления,контекст_возврата_показан,1.0,0.0,stage semantics требует правки сценариев/набора
WS-BASELINE_block_1,WS-SUITE_root,CROSS,optimized,cross_return,вернуться_для_исправления,контекст_возврата_показан,1.0,0.0,устаревший source baseline требует проверки suite
WS-BASELINE_block_2,WS-INPUTS_root,CROSS,optimized,cross_return,вернуться_для_исправления,контекст_возврата_показан,1.0,0.0,несовместимый snapshot требует возврата к входам
WS-ANALYSIS_block_2,WS-OPTIMIZATION_root,CROSS,optimized,cross_return,вернуться_для_исправления,контекст_возврата_показан,1.0,0.0,mismatch контрактов требует возврата к постановке
WS-ANIMATOR_block_2,WS-ANALYSIS_root,CROSS,optimized,cross_return,вернуться_для_исправления,контекст_возврата_показан,1.0,0.0,packaging incomplete требует возврата к анализу/диагностике
WS-DIAGNOSTICS_feedback_2,WS-PROJECT_root,CROSS,optimized,cross_return,вернуться_для_исправления,контекст_возврата_показан,1.0,0.0,после диагностики возможен возврат к проекту
shell_root,command_search,SHELL,optimized,availability,,,0.1,0.0,
shell_root,tree_root,SHELL,optimized,availability,,,0.1,0.0,
shell_root,inspector_root,SHELL,optimized,availability,,,0.1,0.0,
shell_root,status_root,SHELL,optimized,availability,,,0.1,0.0,
shell_root,diag_main_action,SHELL,optimized,primary_action,собрать_диагностику,route_to_diagnostics,0.7,0.0,
cur_shell_home,cur_shell_window_grid,SHELL,current,split_home,хаотичный_выбор_окна,раннее_ветвление,2.1,0.9,
cur_shell_home,cur_shell_opt_page,SHELL,current,alternate_route,перейти_на_страницу_оптимизации,ещё_одна_точка_входа,1.8,0.7,
cur_shell_window_grid,cur_shell_diag_btn,SHELL,current,launchpoint,клик_по_кнопке_окна,открыто_отдельное_окно,1.6,0.8,плоская сетка равноправных окон
cur_shell_window_grid,cur_shell_send_btn,SHELL,current,launchpoint,клик_по_кнопке_окна,открыто_отдельное_окно,1.6,0.8,плоская сетка равноправных окон
cur_shell_window_grid,cur_shell_compare_btn,SHELL,current,launchpoint,клик_по_кнопке_окна,открыто_отдельное_окно,1.6,0.8,плоская сетка равноправных окон
cur_shell_window_grid,cur_shell_anim_btn,SHELL,current,launchpoint,клик_по_кнопке_окна,открыто_отдельное_окно,1.6,0.8,плоская сетка равноправных окон
